Customer_ID,Gender,Age,Under_30,Senior_Citizen,Married,Dependents,Number_of_Dependents,Country,State,City,Zip_Code,Latitude,Longitude,Population,Quarter,Referred_a_friend,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Satisfaction_Score,Customer_Status,Churn_Label,Churn_Score,CLTV,Churn_Category,Churn_Reason
2025-JKFWI,Male,31,No,No,No,No,0,United States,California,Burbank,91501,34.18833923,-118.3009415,18112,3,No,0,13,None,Yes,24.13999939,Yes,Fiber Optic,21,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99,1301.699951,0,0,313.8200073,1615.52002,1,Churned,Yes,81,3493,Price,Lack of affordable download/upload speed
2026-TGDHM,Female,54,No,No,No,No,0,United States,California,Cloverdale,95425,38.8019371,-122.9389343,9210,3,No,0,7,None,Yes,19.20999908,No,Fiber Optic,16,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,79.30000305,523.1500244,0,10,134.4700012,667.6199951,1,Churned,Yes,69,3830,Competitor,Competitor had better devices
2027-CWDNU,Male,45,No,No,Yes,Yes,3,United States,California,Venice,90291,33.99178314,-118.4792328,31021,3,Yes,1,18,None,Yes,28.04000092,No,Fiber Optic,28,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.59999847,1601.5,0,0,504.7200012,2106.219971,4,Stayed,No,63,5968,Others,Others
2027-DNKIV,Male,28,Yes,No,Yes,Yes,3,United States,California,Spring Valley,91977,32.72662735,-116.994606,56100,3,Yes,1,37,None,Yes,35.66999817,No,DSL,76,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,58.75,2203.100098,0,0,1319.790039,3522.889893,4,Stayed,No,31,3483,Others,Others
2027-FECZV,Male,44,No,No,No,No,0,United States,California,Bodfish,93205,35.52399063,-118.4004288,1954,3,No,0,12,None,Yes,25.19000053,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.6999969,1253.900024,0,0,302.2799988,1556.180054,2,Churned,Yes,92,2406,Attitude,Attitude of support person
2027-OAQQC,Female,64,No,No,No,No,0,United States,California,Aptos,95003,37.0134697,-121.8778763,24227,3,No,0,43,Offer B,No,0,No,DSL,12,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.04999924,2076.199951,20.29000092,0,0,2055.909912,1,Churned,Yes,92,4044,Competitor,Competitor offered more data
2027-WKXMW,Female,49,No,No,Yes,No,0,United States,California,Montara,94037,37.54058075,-122.5095978,2346,3,Yes,10,63,Offer B,Yes,20.37000084,Yes,Fiber Optic,26,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.75,6871.700195,0,0,1283.310059,8155.009766,5,Stayed,No,20,4582,Others,Others
2030-BTZRO,Male,54,No,No,Yes,Yes,3,United States,California,Northridge,91325,34.23668289,-118.5175858,32307,3,Yes,1,6,None,Yes,41.36000061,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.39999962,107.5999985,0,0,248.1600037,355.7600098,5,Stayed,No,57,4628,Others,Others
2034-CGRHZ,Male,73,No,Yes,No,No,0,United States,California,San Francisco,94104,37.79122162,-122.4022446,384,3,No,0,24,None,Yes,3.230000019,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,102.9499969,2496.699951,0,0,77.51999664,2574.219971,3,Churned,Yes,66,5245,Attitude,Attitude of support person
2034-GDRCN,Female,47,No,No,No,No,0,United States,California,San Diego,92122,32.85723114,-117.2097702,34902,3,No,0,2,Offer E,Yes,10.52999973,No,Fiber Optic,8,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.40000153,168.1999969,0,0,21.05999947,189.2599945,3,Churned,Yes,76,4157,Other,Don't know
2037-SGXHH,Male,25,Yes,No,Yes,No,0,United States,California,Campo Seco,95226,38.23387909,-120.8616638,75,3,Yes,1,38,None,Yes,49.70000076,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65000153,3624.300049,0,0,1888.599976,5512.899902,2,Churned,Yes,71,3498,Other,Don't know
2037-XJFUP,Male,24,Yes,No,Yes,No,0,United States,California,Temecula,92592,33.50725555,-117.0294724,46171,3,Yes,1,33,Offer C,Yes,41.79999924,No,Fiber Optic,41,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,95.80000305,3036.75,0,60,1379.400024,4476.149902,2,Churned,Yes,76,4161,Competitor,Competitor made better offer
2038-LLMLM,Female,35,No,No,No,No,0,United States,California,El Centro,92243,32.77039337,-115.6091537,43712,3,No,0,48,None,Yes,10.5,Yes,Fiber Optic,12,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.8499985,4946.049805,0,0,504,5450.049805,5,Stayed,No,78,4304,Others,Others
2038-OEQZH,Male,63,No,No,No,No,0,United States,California,Menifee,92584,33.65333939,-117.1782684,14068,3,No,0,4,None,Yes,44.36000061,No,Fiber Optic,20,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.05000305,308.1000061,0,0,177.4400024,485.5400085,5,Stayed,No,55,3653,Others,Others
2038-YSEZE,Female,48,No,No,No,No,0,United States,California,Los Angeles,90046,34.10845566,-118.3620834,49839,3,No,0,29,Offer C,Yes,13.73999977,Yes,DSL,2,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,67.44999695,1801.099976,0,0,398.4599915,2199.560059,3,Stayed,No,65,3152,Others,Others
2039-JONDJ,Male,50,No,No,No,No,0,United States,California,Burbank,91504,34.21305084,-118.3176498,25882,3,No,0,27,None,Yes,20.29000092,No,DSL,21,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,55.45000076,1477.650024,0,0,547.8300171,2025.47998,3,Stayed,No,80,3616,Others,Others
2040-LDIWQ,Male,51,No,No,Yes,No,0,United States,California,Woodland Hills,91367,34.17806625,-118.615715,36123,3,Yes,8,65,Offer B,Yes,41.56999969,Yes,DSL,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.19999695,5324.5,0,0,2702.050049,8026.549805,5,Stayed,No,33,5256,Others,Others
2040-OBMLJ,Male,24,Yes,No,No,No,0,United States,California,Dunlap,93621,36.78921127,-119.1403351,506,3,No,0,31,None,Yes,17.18000031,Yes,Fiber Optic,76,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,81.69999695,2548.649902,0,0,532.5800171,3081.22998,5,Stayed,No,68,4850,Others,Others
2040-VZIKE,Female,56,No,No,Yes,No,0,United States,California,Stevinson,95374,37.31680679,-120.855751,1960,3,Yes,3,49,None,Yes,44.81000137,Yes,Fiber Optic,10,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,100.8499985,4847.350098,0,0,2195.689941,7043.040039,3,Stayed,No,53,5417,Others,Others
2040-XBAVJ,Male,51,No,No,Yes,Yes,1,United States,California,Malibu,90263,34.0370369,-118.7058029,11,3,No,0,72,Offer A,Yes,24.95000076,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.4499969,8100.549805,0,0,1796.400024,9896.950195,3,Stayed,No,32,4700,Others,Others
2041-JIJCI,Female,37,No,No,No,No,0,United States,California,Wendel,96136,40.34594727,-120.0811844,162,3,No,0,5,None,Yes,44.77999878,Yes,Cable,29,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64,370.25,0,0,223.8999939,594.1500244,5,Stayed,No,75,4421,Others,Others
2045-BMBTJ,Female,80,No,Yes,No,No,0,United States,California,South El Monte,91733,34.04621887,-118.0537567,45645,3,No,0,33,None,No,0,No,DSL,16,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,59.45000076,1884.650024,0,0,0,1884.650024,4,Stayed,No,30,3116,Others,Others
2050-ONYDQ,Female,48,No,No,Yes,Yes,1,United States,California,Montara,94037,37.54058075,-122.5095978,2346,3,Yes,7,65,None,Yes,2.950000048,Yes,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26,1654.849976,0,0,191.75,1846.599976,3,Stayed,No,72,5352,Others,Others
2054-PJOCK,Female,32,No,No,No,No,0,United States,California,Corona,92881,33.83368683,-117.5130615,21911,3,No,0,60,None,Yes,16.11000061,Yes,Cable,18,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.55000305,4847.049805,0,0,966.5999756,5813.649902,5,Stayed,No,52,4159,Others,Others
2055-BFOCC,Male,65,No,Yes,Yes,No,0,United States,California,Likely,96116,41.26600647,-120.4907303,277,3,Yes,1,63,None,Yes,40.65000153,No,DSL,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84,5329.549805,0,0,2560.949951,7890.5,3,Stayed,No,42,5688,Others,Others
2055-PDADH,Female,71,No,Yes,No,No,0,United States,California,Big Bend,96011,41.09656906,-121.8790817,265,3,No,0,3,Offer E,Yes,2.25999999,No,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.40000153,204.6999969,0,0,6.78000021,211.4799957,3,Churned,Yes,67,2491,Other,Don't know
2055-SIFSS,Female,75,No,Yes,Yes,No,0,United States,California,Westmorland,92281,33.03678894,-115.6050262,2388,3,Yes,5,55,None,Yes,29.53000069,Yes,Cable,29,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,51.65000153,2838.550049,0,0,1624.150024,4462.700195,3,Stayed,No,24,4763,Others,Others
2056-EVGZL,Male,56,No,No,Yes,Yes,2,United States,California,West Covina,91790,34.0669632,-117.9370041,44099,3,Yes,9,68,None,Yes,8.880000114,No,Fiber Optic,17,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,105.75,7322.5,0,0,603.8400269,7926.339844,3,Stayed,No,39,4437,Others,Others
2057-BOYKM,Female,70,No,Yes,Yes,No,0,United States,California,Inglewood,90305,33.9581337,-118.3309021,13779,3,Yes,10,72,None,Yes,28.09000015,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.59999847,6827.5,0,0,2022.47998,8849.980469,4,Stayed,No,78,5153,Others,Others
2057-ZBLPD,Female,50,No,No,Yes,No,0,United States,California,Los Gatos,95032,37.23303223,-121.9474258,24443,3,Yes,3,21,Offer D,Yes,42.22000122,Yes,Fiber Optic,29,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.5,1808.699951,0,0,886.6199951,2695.320068,3,Churned,Yes,72,2036,Competitor,Competitor offered more data
2058-DCJBE,Male,32,No,No,No,No,0,United States,California,Los Angeles,90012,34.06587601,-118.2387314,30596,3,No,0,5,Offer E,Yes,31.13999939,No,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,324.6000061,0,0,155.6999969,480.2999878,1,Churned,Yes,91,3965,Competitor,Competitor had better devices
2061-VVFST,Female,57,No,No,Yes,No,0,United States,California,Whittier,90606,33.97667694,-118.0658722,32148,3,Yes,1,37,None,Yes,45.18999863,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.5,805.2000122,0,0,1672.030029,2477.22998,4,Stayed,No,72,3924,Others,Others
2065-MMKGR,Female,47,No,No,No,No,0,United States,California,Diamond Springs,95619,38.68360519,-120.8118515,4426,3,No,0,29,None,Yes,41.38000107,Yes,DSL,4,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,71,2080.100098,0,0,1200.02002,3280.120117,5,Stayed,No,32,4226,Others,Others
2067-QYTCF,Female,41,No,No,Yes,No,0,United States,California,Los Angeles,90057,34.06191635,-118.2779388,44004,3,Yes,4,64,None,Yes,8.600000381,Yes,Fiber Optic,21,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.1500015,6953.399902,0,0,550.4000244,7503.799805,4,Stayed,No,55,5455,Others,Others
2068-WWXQZ,Male,61,No,No,No,No,0,United States,California,Whittier,90604,33.92970276,-118.0120773,37887,3,No,0,46,Offer B,Yes,30.25,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.04999924,902,0,0,1391.5,2293.5,5,Stayed,No,38,2942,Others,Others
2070-FNEXE,Female,77,No,Yes,No,Yes,2,United States,California,Pasadena,91107,34.15900803,-118.0873566,32369,3,No,0,7,Offer E,Yes,26.95000076,No,Fiber Optic,18,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,76.44999695,503.6000061,11.05000019,0,188.6499939,681.2000122,2,Churned,Yes,81,4419,Price,Lack of affordable download/upload speed
2070-XYMFH,Female,66,No,Yes,No,No,0,United States,California,Long Beach,90815,33.79763794,-118.1166229,38902,3,No,0,23,None,Yes,8.720000267,Yes,Fiber Optic,18,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,79.34999847,1835.300049,15.40999985,0,200.5599976,2020.449951,5,Stayed,No,50,3558,Others,Others
2072-ZVJJX,Male,47,No,No,Yes,No,0,United States,California,Sacramento,95818,38.55630493,-121.4958191,21313,3,Yes,5,68,Offer A,Yes,22.82999992,Yes,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.25,1728.199951,0,0,1552.439941,3280.639893,3,Stayed,No,70,4571,Others,Others
2073-QBVBI,Female,59,No,No,Yes,No,0,United States,California,Los Angeles,90077,34.10208511,-118.4516296,10470,3,Yes,10,41,None,No,0,No,Cable,17,No,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,35.45000076,1391.650024,0,0,0,1391.650024,4,Stayed,No,80,2954,Others,Others
2074-GKOWZ,Male,49,No,No,Yes,No,0,United States,California,Novato,94947,38.11216736,-122.6343842,24741,3,Yes,1,2,Offer E,Yes,8.859999657,No,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55000305,185.5500031,0,0,17.71999931,203.2700043,1,Churned,Yes,73,3851,Competitor,Competitor had better devices
2074-GUHPQ,Female,37,No,No,No,Yes,2,United States,California,Albion,95410,39.22569275,-123.7173538,1054,3,No,0,17,None,Yes,49.77999878,Yes,Fiber Optic,19,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,92.69999695,1556.849976,0,0,846.2600098,2403.110107,4,Stayed,No,41,2347,Others,Others
2075-PUEPR,Male,46,No,No,Yes,Yes,2,United States,California,Newport Coast,92657,33.60328293,-117.8218384,5597,3,Yes,2,55,None,Yes,24.70000076,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.35000038,1153.25,0,0,1358.5,2511.75,3,Stayed,No,49,5248,Others,Others
2075-RMJIK,Female,54,No,No,Yes,Yes,3,United States,California,Santa Ysabel,92070,33.17472458,-116.7433319,1143,3,Yes,3,5,None,Yes,47.06000137,No,Cable,52,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,49.40000153,232.5500031,0,10,235.3000031,477.8500061,4,Stayed,No,44,5756,Others,Others
2077-DDHJK,Female,48,No,No,Yes,No,0,United States,California,Goleta,93117,34.4899826,-120.0912476,49975,3,Yes,2,68,None,Yes,27.40999985,Yes,DSL,9,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,70.90000153,4911.350098,49.36999893,0,1863.880005,6725.859863,4,Stayed,No,50,4114,Others,Others
2077-MPJQO,Male,80,No,Yes,Yes,No,0,United States,California,Menlo Park,94025,37.44955063,-122.1837616,39062,3,Yes,2,7,None,Yes,21.37000084,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.40000153,533.0499878,0,0,149.5899963,682.6400146,4,Stayed,No,41,3533,Others,Others
2079-FBMZK,Female,50,No,No,No,No,0,United States,California,Antelope,95843,38.71549988,-121.3634109,36432,3,No,0,6,None,Yes,39.36000061,No,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,69.25,418.3999939,0,0,236.1600037,654.5599976,1,Churned,Yes,77,5816,Competitor,Competitor made better offer
2080-CAZNM,Female,78,No,Yes,No,No,0,United States,California,Burbank,91502,34.17726517,-118.3100281,11517,3,No,0,41,Offer B,Yes,6.329999924,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4000015,4133.950195,0,0,259.5299988,4393.47998,5,Stayed,No,61,4477,Others,Others
2082-CEFLT,Male,31,No,No,No,No,0,United States,California,San Diego,92109,32.78783417,-117.2323761,46086,3,No,0,1,Offer E,Yes,11.72999954,No,DSL,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.59999847,45.59999847,0,0,11.72999954,57.33000183,1,Churned,Yes,88,3037,Competitor,Competitor made better offer
2082-OJVTK,Male,25,Yes,No,Yes,No,0,United States,California,San Diego,92109,32.78783417,-117.2323761,46086,3,Yes,1,29,None,Yes,4,Yes,Fiber Optic,48,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.19999695,2698.350098,0,0,116,2814.350098,1,Churned,Yes,91,5292,Competitor,Competitor made better offer
2085-BOJKI,Male,33,No,No,Yes,No,0,United States,California,Long Beach,90822,33.77843475,-118.1186447,425,3,Yes,1,17,Offer D,Yes,28.82999992,No,Fiber Optic,5,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.65000153,1588.25,0,0,490.1099854,2078.360107,5,Stayed,No,37,5228,Others,Others
2085-JVGAD,Male,56,No,No,Yes,No,0,United States,California,Ivanhoe,93235,36.38581848,-119.2242432,4517,3,Yes,3,37,None,Yes,2.150000095,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.35000038,697.6500244,45.06999969,0,79.55000305,732.1300049,4,Stayed,No,24,3078,Others,Others
2087-QAREY,Female,60,No,No,Yes,No,0,United States,California,Sequoia National Park,93262,36.52724457,-118.5949402,56,3,Yes,1,22,Offer D,Yes,39.83000183,No,Cable,16,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.70000076,1178.75,0,0,876.2600098,2055.01001,3,Stayed,No,53,5722,Others,Others
2088-IEBAU,Female,63,No,No,No,No,0,United States,California,Poway,92064,32.98439407,-117.0134506,47969,3,No,0,68,None,Yes,21.81999969,Yes,DSL,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,88.15000153,6148.450195,36.29000092,0,1483.76001,7595.919922,3,Stayed,No,46,5531,Others,Others
2091-GPPIQ,Female,56,No,No,Yes,No,0,United States,California,Yuba City,95991,39.0274086,-121.6149826,34967,3,Yes,10,72,Offer A,Yes,26.04000092,Yes,Cable,6,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,78.94999695,5730.149902,0,0,1874.880005,7605.029785,5,Stayed,No,76,5050,Others,Others
2091-MJTFX,Female,57,No,No,Yes,Yes,2,United States,California,Auburn,95602,38.99002838,-121.1144104,18197,3,Yes,1,30,None,No,0,No,DSL,12,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,51.20000076,1561.5,0,0,0,1561.5,3,Churned,Yes,79,4568,Dissatisfaction,Network reliability
2091-RFFBA,Female,70,No,Yes,No,No,0,United States,California,Port Costa,94569,38.03570557,-122.1968231,173,3,No,0,31,None,Yes,15.43000031,Yes,Fiber Optic,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.90000153,2217.149902,0,0,478.3299866,2695.47998,1,Churned,Yes,75,2560,Attitude,Attitude of support person
2096-XOTMO,Female,40,No,No,Yes,Yes,3,United States,California,Marysville,95901,39.19514084,-121.5038834,38091,3,Yes,10,16,None,Yes,12.81999969,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.35000038,275.8999939,33.24000168,0,205.1199951,447.7799988,5,Stayed,No,31,4146,Others,Others
2097-YVPKN,Male,56,No,No,No,No,0,United States,California,Healdsburg,95448,38.61834717,-122.9084244,17979,3,No,0,65,None,Yes,4.900000095,Yes,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.75,1654.75,41.74000168,0,318.5,1931.51001,5,Stayed,No,73,5707,Others,Others
2100-BDNSN,Female,39,No,No,Yes,No,0,United States,California,Strawberry Valley,95981,39.58457947,-121.0932541,101,3,Yes,1,5,None,Yes,14.89999962,Yes,DSL,4,No,No,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,67.94999695,350.2999878,0,20,74.5,444.7999878,3,Churned,Yes,69,3889,Price,Price too high
2101-RANCD,Female,50,No,No,No,No,0,United States,California,El Dorado Hills,95762,38.6844368,-121.0556335,22028,3,No,0,55,None,Yes,8.930000305,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.09999847,4144.899902,0,0,491.1499939,4636.049805,4,Stayed,No,46,5832,Others,Others
2105-PHWON,Female,41,No,No,Yes,No,0,United States,California,Navarro,95463,39.18291473,-123.5525742,148,3,Yes,1,33,None,Yes,10.34000015,Yes,Fiber Optic,22,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,95,3008.149902,0,60,341.2200012,3409.370117,3,Stayed,No,76,4639,Others,Others
2107-FBPTK,Female,80,No,Yes,No,No,0,United States,California,Ramona,92065,33.04454041,-116.8339233,33104,3,No,0,30,None,Yes,41.93000031,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.0999985,3121.100098,0,0,1257.900024,4379,4,Stayed,No,59,5655,Others,Others
2108-GLPQB,Male,49,No,No,Yes,No,0,United States,California,Los Angeles,90025,34.0461731,-118.4463348,41175,3,Yes,7,25,Offer C,Yes,11.60000038,Yes,DSL,10,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,55.54999924,1405.300049,0,0,290,1695.300049,5,Stayed,No,49,2950,Others,Others
2108-XWMPY,Male,29,Yes,No,No,No,0,United States,California,Cabazon,92230,33.92981339,-116.760582,2355,3,No,0,3,None,No,0,No,DSL,85,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,35.45000076,106.8499985,0,0,0,106.8499985,1,Churned,Yes,70,2095,Other,Moved
2108-YKQTY,Female,42,No,No,No,No,0,United States,California,Santa Monica,90403,34.03152847,-118.4911575,23559,3,No,0,4,None,Yes,9.81000042,No,DSL,30,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.70000076,151.3000031,0,0,39.24000168,190.5399933,3,Churned,Yes,90,4930,Other,Don't know
2114-MGINA,Female,57,No,No,No,No,0,United States,California,Rio Vista,94571,38.14886093,-121.7376938,5246,3,No,0,14,Offer D,Yes,10.30000019,No,Fiber Optic,29,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.80000305,1129.099976,0,0,144.1999969,1273.300049,1,Churned,Yes,81,4107,Attitude,Attitude of support person
2115-BFTIW,Male,52,No,No,No,No,0,United States,California,Clearlake Oaks,95423,39.07115936,-122.5985413,3684,3,No,0,25,None,Yes,24.90999985,No,Fiber Optic,18,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.94999695,1767.349976,0,20,622.75,2410.100098,1,Churned,Yes,75,4881,Dissatisfaction,Product dissatisfaction
2120-SMPEX,Male,43,No,No,No,No,0,United States,California,Santa Rosa,95403,38.48843002,-122.7528381,40270,3,No,0,25,Offer C,Yes,17.63999939,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.14999962,536.3499756,0,0,441,977.3499756,5,Stayed,No,58,3848,Others,Others
2121-JAFOM,Female,23,Yes,No,Yes,No,0,United States,California,Danville,94526,37.81546021,-121.9772034,32873,3,Yes,1,72,None,Yes,1.669999957,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,115.5500031,8312.400391,0,0,120.2399979,8432.639648,3,Stayed,No,38,5076,Others,Others
2122-SZZZD,Male,60,No,No,No,No,0,United States,California,Sacramento,95834,38.64620972,-121.5244598,8403,3,No,0,44,None,Yes,18.13999939,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.5,835.5,0,0,798.1599731,1633.660034,4,Stayed,No,35,4220,Others,Others
2122-YWVYA,Female,44,No,No,No,No,0,United States,California,San Francisco,94116,37.74441147,-122.486763,42959,3,No,0,18,Offer D,Yes,15.01000023,No,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.40000153,1380.400024,0,0,270.1799927,1650.579956,4,Stayed,No,53,4792,Others,Others
2123-AGEEN,Female,66,No,Yes,No,No,0,United States,California,Millbrae,94030,37.60124969,-122.4030991,20350,3,No,0,7,Offer E,Yes,26.29000092,No,Fiber Optic,20,No,No,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,84.34999847,609.6500244,29.17000008,10,184.0299988,774.5100098,3,Stayed,No,38,2107,Others,Others
2123-VSCOT,Female,39,No,No,Yes,No,0,United States,California,Pomona,91767,34.08308411,-117.737999,46626,3,Yes,9,59,None,Yes,24.80999947,Yes,Cable,24,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,72.09999847,4194.850098,0,0,1463.790039,5658.640137,5,Stayed,No,52,6225,Others,Others
2126-GSEGL,Female,53,No,No,Yes,No,0,United States,California,Solvang,93463,34.62439728,-120.1378784,7958,3,Yes,7,70,None,Yes,9.279999733,Yes,DSL,24,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,84.80000305,5917.549805,0,120,649.5999756,6687.149902,4,Stayed,No,32,4032,Others,Others
2129-ALKBS,Female,49,No,No,Yes,Yes,4,United States,California,Needles,92363,34.7112236,-114.7022552,5488,3,Yes,5,40,None,Yes,49.22000122,Yes,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,26.20000076,1077.5,0,0,1968.800049,3046.300049,3,Stayed,No,37,2211,Others,Others
2133-TSRRM,Female,47,No,No,No,Yes,3,United States,California,Rosemead,91770,34.06510925,-118.0827942,61623,3,No,0,34,None,Yes,32.93999863,No,Fiber Optic,21,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.3499985,3688.600098,0,110,1119.959961,4918.560059,4,Stayed,No,39,5432,Others,Others
